SKU,SKU Name,Source,Source Name,Vol available for redeployment,Destination,Destination Name,Vol required to reach National Average,Total Trip Cost(USD),MACO wo VLC,Weighed MACOwoVLC,OOS(HL),OOS capped(HL),OOS %,OOS MACO
ZL000090,VINO TINTO CAMPEON  12 /700ML,DA36,CND CD San Fco. de Macoris,6.082793483166844,DA35,CND CD Puerto Plata,0.20478309659903934,1.155992641604193,25.95862369337979,0.0,0.0,0.0,0.0000%,0.0
ZL000090,VINO TINTO CAMPEON  12 /700ML,DA40,CND CD Santiago,8.119969789714805,DA35,CND CD Puerto Plata,0.20478309659903934,1.0,25.95862369337979,0.0,0.0,0.0,0.0000%,0.0
ZL000090,VINO TINTO CAMPEON  12 /700ML,DA36,CND CD San Fco. de Macoris,6.082793483166844,DA46,CND CD Samana,0.20478309659903934,1.155992641604193,25.95862369337979,0.0,0.0,0.0,0.0000%,0.0
ZL000090,VINO TINTO CAMPEON  12 /700ML,DA40,CND CD Santiago,8.119969789714805,DA46,CND CD Samana,0.20478309659903934,1.0,25.95862369337979,0.0,0.0,0.0,0.0000%,0.0
ZL000090,VINO TINTO CAMPEON  12 /700ML,DA36,CND CD San Fco. de Macoris,6.082793483166844,DA44,CND CD San Juan,0.20478309659903934,1.133414924166462,25.95862369337979,0.0,0.0,0.0,0.0000%,0.0
ZL000090,VINO TINTO CAMPEON  12 /700ML,DA40,CND CD Santiago,8.119969789714805,DA44,CND CD San Juan,0.20478309659903934,1.233785527668648,25.95862369337979,0.0,0.0,0.0,0.0000%,0.0
ZL000090,VINO TINTO CAMPEON  12 /700ML,DA36,CND CD San Fco. de Macoris,6.082793483166844,DA37,CND CD San Pedro de Macoris,0.20478309659903934,1.162766299832193,25.95862369337979,0.0,0.0,0.0,0.0000%,0.0
ZL000090,VINO TINTO CAMPEON  12 /700ML,DA40,CND CD Santiago,8.119969789714805,DA37,CND CD San Pedro de Macoris,0.20478309659903934,1.263136903334379,25.95862369337979,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA35,CND CD Puerto Plata,0.7222568125976071,DA39,CND CD Azua,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA36,CND CD San Fco. de Macoris,1.597560114121983,DA39,CND CD Azua,0.4517732549858767,1.133414924166462,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA40,CND CD Santiago,7.203380844669221,DA39,CND CD Azua,0.4517732549858767,1.233785527668648,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA45,CND CD Mao,2.351670307601455,DA39,CND CD Azua,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA35,CND CD Puerto Plata,0.7222568125976071,DA42,CND CD Bavaro,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA36,CND CD San Fco. de Macoris,1.597560114121983,DA42,CND CD Bavaro,0.4517732549858767,1.162766299832193,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA40,CND CD Santiago,7.203380844669221,DA42,CND CD Bavaro,0.4517732549858767,1.263136903334379,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA45,CND CD Mao,2.351670307601455,DA42,CND CD Bavaro,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA35,CND CD Puerto Plata,0.7222568125976071,DA34,CND CD Bohemia,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA36,CND CD San Fco. de Macoris,1.597560114121983,DA34,CND CD Bohemia,0.4517732549858767,0.8081149823420368,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA40,CND CD Santiago,7.203380844669221,DA34,CND CD Bohemia,0.4517732549858767,0.9084855858442228,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
