Site_Code,Site Name,SKU,SKU Name,Stock on floor,Planned In Day1,Planned In Day2,Planned In Day3,Planned In Day4,Planned In Day5,Planned In Day6,Planned In Day7,In Transit Day1,In Transit Day2,In Transit Day3,In Transit Day4,In Transit Day5,In Transit Day6,In Transit Day7,Production Day1,Production Day2,Production Day3,Production Day4,Production Day5,Production Day6,Production Day7,Total 7Days Production,Total Planned Load 7Days,Customer_Orders,Daily Demand Day1,Daily Demand Day2,Daily Demand Day3,Daily Demand Day4,Daily Demand Day5,Daily Demand Day6,Daily Demand Day7,Total 7Days Demand,Stock on floor 7Days,Reorder Point (Hl),%Predicted_Var_vs ROP 7days,National Average,Volume available for Redeployment/Volume required to reach Nat Avg,Vol available for Redeployment wrt ROP,Volume required to reach Nat Avg
DA33,CND CD Central,ZCI00025,HEETS BRONZESE S50 PRI 20 SLI,0.1861062200956938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007851936776943293,0.0007851936776943293,0.0007851936776943293,0.0007851936776943293,0.0007851936776943293,0.0007851936776943293,0.0007851936776943293,0.0054963557438603055,0.1806098643518335,0.000264576130527437,68163.85%,223.29%,-0.18034528822130605,0.18034528822130605,0.0
DA33,CND CD Central,ZCI00026,HEETS SIENNASE S50 PRI 20 SLI,0.3426717703349283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001374101131335764,0.001374101131335764,0.001374101131335764,0.001374101131335764,0.001374101131335764,0.001374101131335764,0.001374101131335764,0.009618707919350348,0.33305306241557797,0.0004630123377327032,71831.79%,494.06%,-0.33259005007784526,0.33259005007784526,0.0
DA33,CND CD Central,ZCI00027,HEETS BLUE SELECTION S50 PRI 20 SLI,0.3515339712918661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001766649188700177,0.001766649188700177,0.001766649188700177,0.001766649188700177,0.001766649188700177,0.001766649188700177,0.001766649188700177,0.01236654432090124,0.33916742697096486,0.0009031224473605117,37454.98%,500.25%,-0.33826430452360434,0.33826430452360434,0.0
DA33,CND CD Central,ZCI00028,HEETS PUWA05 MNT S50 PRI 20 SLI,0.1683818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009814920971179116,0.0009814920971179116,0.0009814920971179116,0.0009814920971179116,0.0009814920971179116,0.0009814920971179116,0.0009814920971179116,0.006870444679825381,0.1615113735019928,0.0004538555558004337,35486.51%,188.13%,-0.16105751794619236,0.16105751794619236,0.0
DA33,CND CD Central,ZCI00029,HEETS RUSSETS S50 PRI 20 SLI,0.2451875598086125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003926090342178526,0.0003926090342178526,0.0003926090342178526,0.0003926090342178526,0.0003926090342178526,0.0003926090342178526,0.0003926090342178526,0.002748263239524968,0.24243929656908755,0.0003169952635351128,76380.42%,333.56%,-0.24212230130555243,0.24212230130555243,0.0
DA33,CND CD Central,ZCI00030,F3 MLB CRAFT MNT HL20,0.1890602870813397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2397236326950186,0.2397236326950186,0.2397236326950186,0.2397236326950186,0.2397236326950186,0.2397236326950186,0.2397236326950186,1.67806542886513,-1.4890051417837902,0.201301751559325,-839.69%,-547.03%,1.690306893343115,0.0,1.690306893343115
DA33,CND CD Central,ZF000003,AVENA QUAKER ENTERA RISTRA 10X12X50GR,0.06110487591969074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06110487591969074,0.005066115964343197,1106.15%,5327.67%,-0.056038759955347545,0.056038759955347545,0.0
DA33,CND CD Central,ZF000005,LA GRANJA LECHE 2% UHT 1L,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.966120373422779,2.966120373422779,2.966120373422779,2.966120373422779,2.966120373422779,2.966120373422779,2.966120373422779,20.762842613959453,-15.722842613959454,5.041864756710874,-411.85%,166.60%,29.164473341531217,0.0,29.164473341531217
DA33,CND CD Central,ZF000006,ARROZ PIMCO 1 LB,6.514492663258095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246409736866316,0.246409736866316,0.246409736866316,0.246409736866316,0.246409736866316,0.246409736866316,0.246409736866316,1.7248681580642122,4.789624505193883,0.3755755923024954,1175.28%,851.72%,-4.414048912891388,4.414048912891388,0.0
DA33,CND CD Central,ZF000009,ARROZ CAMPO 60/ 1 LB,60.98673982624599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.653098890135927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.653098890135927,0.0,0.5856878011670392,0.5856878011670392,0.5856878011670392,0.5856878011670392,0.5856878011670392,0.5856878011670392,0.5856878011670392,4.099814608169275,63.54002410821264,0.6139721483707197,10249.01%,15738.92%,-62.92605195984192,62.92605195984192,0.0
